Ticker,Short Name,Inception Date,Family Name,Category Name,Legal Type,1 Year Return,1 Year Return Category,1 Year Beating Category,3 Year Return,3 Year Return Category,3 Year Beating Category,5 Year Return,5 Year Return Category,5 Year Beating Category,10 Year Return,10 Year Return Category,10 Year Beating Category,Stock Position,Bond Position,Previous Close,52 Week Low,52 Week High,50 Day Average,Below 50 Day Average,200 Day Average,Below 200 Day Average,Trailing Annual Dividend Rate,NAV Price
PWV,"Invesco Dynamic Large Cap Value","2005-03-02","Invesco","Large Value","Exchange Traded Fund","-0.27485%","17.040001%","False","7.06175%","10.5299994%","False","7.4492104%","15.359998999999998%","False","9.766888999999999%","6.550000000000001%","True","1.0","0.0","$47.0","$41.53","$50.48","$47.4668","True","$46.0751","False","87.0%","$46.99"
QDEF,"FlexShares Quality Dividend Def","2012-12-13","Flexshares Trust","Large Value","Exchange Traded Fund","-1.6365401000000002%","17.040001%","False","5.6346300000000005%","10.5299994%","False","8.5871%","15.359998999999998%","False","10.50915%","6.550000000000001%","True","0.9874","0.0","$52.42","$45.3","$57.5","$52.6178","True","$51.43625","False","N/A","$52.4"
QDF,"FlexShares Quality Dividend Ind","2012-12-13","Flexshares Trust","Large Value","Exchange Traded Fund","-3.1712998%","17.040001%","False","6.85139%","10.5299994%","False","8.389711%","15.359998999999998%","False","10.59277%","6.550000000000001%","True","0.9961","0.0","$54.23","$46.83","$60.54","$54.3412","True","$53.07275","False","N/A","$54.24"
QDYN,"FlexShares Quality Dynamic Inde","2012-12-13","Flexshares Trust","Large Value","Exchange Traded Fund","-4.2835%","17.040001%","False","9.63505%","10.5299994%","False","9.81707%","15.359998999999998%","False","11.18151%","6.550000000000001%","True","0.9796","0.0","$57.6716","$49.91","$64.76","$57.7084","True","$56.37725","False","N/A","$57.68"
RPV,"Invesco S&P 500 Pure Value ETF","2006-02-28","Invesco","Large Value","Exchange Traded Fund","3.6695400000000005%","17.040001%","False","10.90082%","10.5299994%","True","8.46363%","15.359998999999998%","False","10.851379999999999%","6.550000000000001%","True","1.0001999","0.0","$82.78","$69.47","$90.04","$82.7306","False","$79.24715","False","0.0%","$82.79"
RWL,"Invesco Exchange-Traded Fund Tr","2008-02-18","Invesco","Large Value","Exchange Traded Fund","0.40442999999999996%","17.040001%","False","11.44164%","10.5299994%","True","11.454749999999999%","15.359998999999998%","False","12.33278%","6.550000000000001%","True","0.9998","0.0","$76.55","$66.68","$82.68","$76.3712","False","$74.28795","False","N/A","$76.51"
SCHD,"Schwab US Dividend Equity ETF","2011-10-19","Schwab ETFs","Large Value","Exchange Traded Fund","1.7026199999999998%","17.040001%","False","13.07033%","10.5299994%","True","13.097130000000002%","15.359998999999998%","False","13.132458999999999%","6.550000000000001%","True","0.9984","0.0","$75.45","$65.96","$81.01","$76.4514","True","$74.3487","False","0.0%","$75.4"
SCHV,"Schwab U.S. Large-Cap Value ETF","2009-12-10","Schwab ETFs","Large Value","Exchange Traded Fund","-1.7605099999999998%","17.040001%","False","6.82002%","10.5299994%","False","8.36701%","15.359998999999998%","False","10.04704%","6.550000000000001%","True","0.9989","0.0","$67.04","$58.0","$72.88","$67.4872","True","$65.489","False","N/A","$67.05"
SDOG,"ALPS Sector Dividend Dogs ETF","2012-06-28","ALPS","Large Value","Exchange Traded Fund","2.65452%","17.040001%","False","9.50201%","10.5299994%","False","7.7333799999999995%","15.359998999999998%","False","10.56824%","6.550000000000001%","True","0.9979","0.0","$52.89","$44.94","$58.04","$53.4934","True","$51.7852","False","N/A","$52.88"
SPHD,"Invesco S&P 500 High Dividend L","2012-10-17","Invesco","Large Value","Exchange Traded Fund","2.82877%","17.040001%","False","5.4738697%","10.5299994%","False","5.9238702%","15.359998999999998%","False","9.78773%","6.550000000000001%","True","1.0","0.0","$43.8","$38.33","$49.61","$44.6846","True","$44.22055","True","N/A","$43.82"
SPLV,"Invesco S&P 500 Low Volatility ","2011-05-04","Invesco","Large Value","Exchange Traded Fund","0.9268099999999999%","17.040001%","False","2.4678%","10.5299994%","False","8.84519%","15.359998999999998%","False","10.3124%","6.550000000000001%","True","1.0","0.0","$62.69","$55.99","$69.82","$63.795","True","$62.85865","True","0.0%","$62.69"
SPVM,"Invesco S&P 500 Value with Mome","2011-06-15","Invesco","Large Value","Exchange Traded Fund","-4.76187%","17.040001%","False","7.409269999999999%","10.5299994%","False","8.3725594%","15.359998999999998%","False","10.381699%","6.550000000000001%","True","0.9989","0.0","$49.6","$44.22","$56.07","$50.1392","True","$49.191","False","N/A","$49.6"
SPYV,"SPDR Series Trust SPDR Portfoli","2000-09-24","SPDR State Street Global Advisors","Large Value","Exchange Traded Fund","2.7943800000000003%","17.040001%","False","8.30842%","10.5299994%","False","9.36959%","15.359998999999998%","False","10.63928%","6.550000000000001%","True","0.9994","0.0","$40.68","$34.17","$42.98","$40.4494","False","$38.7157","False","83.0%","$40.69"
SURE,"AdvisorShares Insider Advantage","2011-10-03","AdvisorShares","Large Value","Exchange Traded Fund","-2.4497299%","17.040001%","False","9.08903%","10.5299994%","False","7.48035%","15.359998999999998%","False","10.900450000000001%","6.550000000000001%","True","0.9956","0.0","$92.1971","$77.41","$100.1","$90.4568","False","$88.6449","False","N/A","$92.15"
VLU,"SPDR S&P 1500 Value Tilt ETF","2012-10-23","SPDR State Street Global Advisors","Large Value","Exchange Traded Fund","-1.8060900000000002%","17.040001%","False","11.230519999999999%","10.5299994%","True","10.72464%","15.359998999999998%","False","11.878950000000001%","6.550000000000001%","True","0.9995","0.0","$144.71","$125.88","$158.19","$144.3958","False","$140.8145","False","N/A","$144.85"
VONV,"Vanguard Russell 1000 Value ETF","2010-09-19","Vanguard","Large Value","Exchange Traded Fund","-1.6723999999999999%","17.040001%","False","6.8984000000000005%","10.5299994%","False","7.8478195%","15.359998999999998%","False","9.751391%","6.550000000000001%","True","0.9949","0.0","$68.13","$58.83","$74.46","$68.362","True","$66.5575","False","N/A","$68.14"
VOOV,"Vanguard S&P 500 Value ETF","2010-09-06","Vanguard","Large Value","Exchange Traded Fund","2.69275%","17.040001%","False","8.17175%","10.5299994%","False","9.27783%","15.359998999999998%","False","10.6021404%","6.550000000000001%","True","0.9975","0.0","$146.53","$123.18","$154.82","$145.7142","False","$139.59856","False","N/A","$146.54"
VTV,"Vanguard Value ETF","2004-01-25","Vanguard","Large Value","Exchange Traded Fund","0.55618%","17.040001%","False","8.56962%","10.5299994%","False","9.65343%","15.359998999999998%","False","11.2472296%","6.550000000000001%","True","0.9973","0.0","$141.1","$122.54","$151.89","$142.45","True","$137.8404","False","304.0%","$141.1"
VYM,"Vanguard High Dividend Yield ET","2006-11-09","Vanguard","Large Value","Exchange Traded Fund","1.1991999999999998%","17.040001%","False","8.56388%","10.5299994%","False","9.303469999999999%","15.359998999999998%","False","10.9557%","6.550000000000001%","True","0.9987","0.0","$108.02","$94.59","$115.53","$109.564","True","$106.2464","False","N/A","$107.98"
WTV,"WisdomTree U.S. Value Fund","2007-02-22","WisdomTree","Large Value","Exchange Traded Fund","3.2435%","17.040001%","False","12.0378904%","10.5299994%","True","12.152050000000001%","15.359998999999998%","False","12.1316604%","6.550000000000001%","True","1.0","0.0","$60.9733","$50.75","$64.71","$60.1788","False","$57.3903","False","N/A","$60.85"
