Ticker,Short Name,Inception Date,Family Name,Category Name,Legal Type,1 Year Return,1 Year Return Category,1 Year Beating Category,3 Year Return,3 Year Return Category,3 Year Beating Category,5 Year Return,5 Year Return Category,5 Year Beating Category,10 Year Return,10 Year Return Category,10 Year Beating Category,Stock Position,Bond Position,Previous Close,52 Week Low,52 Week High,50 Day Average,Below 50 Day Average,200 Day Average,Below 200 Day Average,Trailing Annual Dividend Rate,NAV Price
TVECX,"Guggenheim RBP Dividend Fund, C","2011-04-17","Guggenheim Investments","Large Value","None","-5.76016%","42.880002%","False","6.87445%","11.93%","False","8.54265%","12.0699994%","False","8.8723205%","10.95%","False","0.9999","0.0","$12.309999","$10.83","$13.92","$12.4524","True","$12.16015","False","0.0%","N/A"
TVEFX,"Guggenheim RBP Dividend Fund, C","2011-04-17","Guggenheim Investments","Large Value","None","-7.39456%","42.880002%","False","7.742800599999999%","11.93%","False","9.12575%","12.0699994%","False","9.5679104%","10.95%","False","0.9999","0.0","$12.309999","$10.82","$13.94","$12.4488","True","$12.1632","False","0.0%","N/A"
TVEIX,"Guggenheim RBP Dividend Fund, C","2011-02-09","Guggenheim Investments","Large Value","None","-7.129230000000001%","42.880002%","False","8.01133%","11.93%","False","9.4006%","12.0699994%","False","9.84619%","10.95%","False","0.9999","0.0","$11.72","$10.29","$13.27","$11.8472","True","$11.57305","False","0.0%","N/A"
TVVAX,"Guggenheim RBP Large-Cap Value ","2011-04-17","Guggenheim Investments","Large Value","None","-0.45985000000000004%","42.880002%","False","6.4245604%","11.93%","False","7.778980000000001%","12.0699994%","False","9.18839%","10.95%","False","0.9937","0.0","$10.18","$9.04","$11.11","$10.3032","True","$10.08225","False","N/A","N/A"
TVVCX,"Guggenheim RBP Large-Cap Value ","2011-04-17","Guggenheim Investments","Large Value","None","-1.19846%","42.880002%","False","5.5997699999999995%","11.93%","False","6.96586%","12.0699994%","False","8.388869999999999%","10.95%","False","0.9937","0.0","$10.02","$8.94","$11.02","$10.151","True","$9.96065","False","N/A","N/A"
TVVFX,"Guggenheim RBP Large-Cap Value ","2011-04-17","Guggenheim Investments","Large Value","None","-2.86748%","42.880002%","False","6.344650000000001%","11.93%","False","7.50665%","12.0699994%","False","9.06312%","10.95%","False","0.9937","0.0","$10.030001","$8.92","$10.95","$10.1532","True","$9.94045","False","N/A","N/A"
TVVIX,"Guggenheim RBP Large-Cap Value ","2011-02-09","Guggenheim Investments","Large Value","None","-0.29595%","42.880002%","False","6.64965%","11.93%","False","8.04375%","12.0699994%","False","9.50014%","10.95%","False","0.9937","0.0","$10.4800005","$9.35","$11.47","$10.6034","True","$10.40765","False","N/A","N/A"
FIKDX,"Kempner Multi-Cap Deep Value Fu","2008-04-24","Kempner","Large Value","None","-8.57236%","42.880002%","False","4.65813%","11.93%","False","6.48432%","12.0699994%","False","7.656300000000001%","10.95%","False","0.926","0.0","$10.61","$9.24","$12.06","$10.5596","False","$10.44705","False","N/A","N/A"
FAKDX,"Kempner Multi-Cap Deep Value Fu","2008-06-29","Kempner","Large Value","None","-10.7153505%","42.880002%","False","3.4586202000000004%","11.93%","False","5.72996%","12.0699994%","False","7.104349999999999%","10.95%","False","0.926","0.0","$10.599999","$9.24","$12.05","$10.5526","False","$10.43965","False","N/A","N/A"
SVTIX,"Symons Value Institutional Fund","2006-12-21","Symons","Large Value","None","11.30341%","42.880002%","False","7.5097499999999995%","11.93%","False","6.410880400000001%","12.0699994%","False","7.53694%","10.95%","False","0.9174","0.0","$6.94","$6.9","$9.84","$8.7854","True","$9.2803","True","N/A","N/A"
